# Trilegal 1.6 run queried by C. Hirata, May 16, 2016
# Stars to J=22 in 1 deg^2 at the South Galactic Pole
# Magnitudes are SDSS ugriz + UKIDSS ZYJHK
# SDSS are on approximate AB system, UKIDSS on Vega
#
# Effective wavelengths of the filters are below.
# Vega to AB offsets in UKIDSS ZYJHK are below.
# [Hewett et al.: http://www.ukidss.org/technical/photom/hewett-ukidss.pdf]
#
# The following lines of data are used to tell scripts reading this file where the information is:
#
#! col_m2/m1 = 10
#! col_first_band = 12
#! num_bands = 10
#! lambda = 0.3546, 0.4670, 0.6156, 0.7471, 0.8918, 0.8817, 1.0305, 1.2483, 1.6313, 2.2010
#! ab_offset = 0, 0, 0, 0, 0, 0.528, 0.634, 0.938, 1.379, 1.900
#
#Gc logAge [M/H] m_ini   logL   logTe logg  m-M0   Av    m2/m1 mbol   u      g      r      i      z      Z      Y      J      H      K        Mact
 3  10.11 -1.93  0.18028 -2.104 3.604  5.160 12.60  0.038 0.00 22.630 26.427 24.191 22.981 22.513 22.238 21.709 21.434 21.012 20.485 20.305  0.180 
 3  10.11 -1.93  0.62829 -0.573 3.740  4.715 13.10  0.038 0.00 19.302 20.832 19.847 19.361 19.189 19.117 18.576 18.449 18.162 17.797 17.730  0.628 
 3  10.11 -1.93  0.14807 -2.333 3.581  5.213 13.20  0.038 0.86 23.269 28.107 25.262 23.795 23.215 22.880 22.354 22.037 21.575 21.045 20.861  0.148 
 3  10.11 -1.93  0.41526 -1.335 3.656  4.962 13.50  0.038 0.94 20.933 23.788 21.996 21.110 20.769 20.580 20.045 19.831 19.461 18.973 18.827  0.415 
 3  10.11 -1.93  0.26049 -1.729 3.632  5.058 13.60  0.038 0.00 22.693 25.950 23.961 22.943 22.548 22.321 21.788 21.548 21.156 20.644 20.476  0.260 
 3  10.11 -1.93  0.33641 -1.524 3.645  5.014 14.00  0.038 0.00 22.580 25.613 23.730 22.787 22.423 22.218 21.684 21.458 21.079 20.580 20.424  0.336 
 3  10.11 -1.93  0.24592 -1.776 3.629  5.069 14.20  0.038 0.71 23.026 26.478 24.407 23.318 22.894 22.646 22.115 21.860 21.455 20.936 20.762  0.246 
 3  10.11 -1.93  0.33057 -1.539 3.644  5.017 14.30  0.038 0.00 22.917 25.966 24.075 23.127 22.760 22.553 22.020 21.793 21.413 20.913 20.757  0.331 
 3  10.11 -1.93  0.56153 -0.856 3.702  4.798 14.30  0.038 0.00 21.209 23.223 21.926 21.282 21.044 20.926 20.387 20.225 19.902 19.484 19.385  0.562 
 3  10.11 -1.93  0.25097 -1.757 3.631  5.062 14.60  0.038 0.85 23.182 26.537 24.503 23.452 23.043 22.806 22.274 22.027 21.630 21.113 20.940  0.251 
 3  10.11 -1.93  0.37792 -1.428 3.650  4.991 14.90  0.038 0.00 23.240 26.167 24.334 23.426 23.077 22.882 22.347 22.128 21.755 21.262 21.112  0.378 
 3  10.11 -1.93  0.50575 -1.065 3.677  4.861 14.90  0.038 0.00 22.332 24.768 23.211 22.448 22.161 22.008 21.471 21.282 20.933 20.474 20.352  0.506 
 3  10.11 -1.93  0.68393 -0.323 3.769  4.620 15.20  0.038 0.00 20.778 22.058 21.226 20.850 20.725 20.686 20.144 20.041 19.779 19.453 19.410  0.684 
 3  10.11 -1.93  0.60159 -0.687 3.726  4.755 16.30  0.038 0.00 22.788 24.472 23.387 22.844 22.649 22.561 22.020 21.882 21.582 21.199 21.120  0.602 
 3  10.11 -1.91  0.14204 -2.393 3.576  5.231 12.40  0.038 0.00 23.151 27.975 25.138 23.663 23.091 22.759 22.232 21.916 21.455 20.926 20.744  0.142 
 3  10.11 -1.91  0.30882 -1.593 3.640  5.028 12.50  0.038 0.80 20.695 23.880 21.925 20.932 20.547 20.327 19.794 19.558 19.170 18.661 18.497  0.309 
 3  10.11 -1.91  0.73594 -0.051 3.797  4.489 13.00  0.038 0.00 17.898 19.055 18.273 17.988 17.904 17.897 17.352 17.271 17.034 16.752 16.726  0.736 
 3  10.11 -1.91  0.17615 -2.134 3.601  5.167 13.70  0.038 0.81 23.324 27.438 25.043 23.737 23.229 22.930 22.402 22.110 21.672 21.143 20.961  0.176 
 3  10.11 -1.91  0.23892 -1.805 3.628  5.078 14.00  0.038 0.94 22.606 25.982 23.937 22.879 22.468 22.230 21.698 21.450 21.051 20.531 20.358  0.239 
 3  10.11 -1.91  0.46747 -1.184 3.667  4.905 14.20  0.038 0.80 21.452 24.184 22.462 21.611 21.286 21.107 20.572 20.364 19.999 19.517 19.378  0.467 
 3  10.11 -1.91  0.24662 -1.773 3.630  5.068 14.50  0.038 0.86 23.112 26.485 24.442 23.385 22.974 22.736 22.204 21.956 21.557 21.038 20.866  0.247 
 3  10.11 -1.91  0.47599 -1.158 3.669  4.895 14.90  0.038 0.71 22.172 24.879 23.174 22.330 22.007 21.829 21.294 21.087 20.723 20.242 20.104  0.476 
 3  10.11 -1.91  0.79866  0.483 3.818  4.077 15.20  0.038 0.97 18.265 19.407 18.571 18.357 18.311 18.329 17.785 17.716 17.506 17.267 17.249  0.799 
 3  10.11 -1.91  0.51521 -1.030 3.681  4.851 15.30  0.038 0.75 22.267 24.774 23.185 22.398 22.099 21.938 21.402 21.207 20.853 20.386 20.259  0.515 
 3  10.11 -1.91  0.37487 -1.435 3.650  4.993 15.30  0.038 0.97 22.932 25.883 24.037 23.122 22.770 22.573 22.039 21.819 21.444 20.949 20.798  0.375 
 3  10.11 -1.91  0.61103 -0.648 3.731  4.741 16.10  0.038 0.00 22.490 24.127 23.071 22.546 22.359 22.276 21.736 21.601 21.305 20.928 20.853  0.611 
 3  10.11 -1.91  0.74030 -0.025 3.799  4.474 16.40  0.038 0.87 20.927 22.143 21.330 21.009 20.909 20.888 20.344 20.253 20.005 19.704 19.668  0.740 
 3  10.11 -1.89  0.27229 -1.695 3.634  5.051 11.40  0.038 0.00 20.407 23.635 21.659 20.651 20.261 20.038 19.505 19.267 18.876 18.364 18.199  0.272 
 3  10.11 -1.89  0.35935 -1.469 3.648  5.001 11.90  0.038 0.00 20.343 23.325 21.464 20.539 20.183 19.984 19.450 19.228 18.851 18.353 18.202  0.359 
 3  10.11 -1.89  0.19480 -2.004 3.614  5.133 12.10  0.038 0.73 21.514 25.361 23.102 21.884 21.407 21.127 20.597 20.319 19.892 19.365 19.186  0.195 
 3  10.11 -1.89  0.17537 -2.141 3.600  5.168 12.20  0.038 0.00 22.322 26.203 23.929 22.688 22.208 21.926 21.397 21.118 20.691 20.161 19.979  0.175 
 3  10.11 -1.89  0.29785 -1.621 3.639  5.034 12.30  0.038 0.00 21.123 24.271 22.331 21.351 20.972 20.756 20.223 19.990 19.604 19.097 18.936  0.298 
 3  10.11 -1.89  0.28032 -1.672 3.636  5.046 12.40  0.038 0.74 20.879 24.177 22.170 21.137 20.737 20.506 19.973 19.730 19.335 18.820 18.652  0.280 
 3  10.11 -1.89  0.27632 -1.683 3.635  5.049 12.60  0.038 0.00 21.578 24.794 22.823 21.819 21.431 21.209 20.676 20.439 20.049 19.538 19.374  0.276 
 3  10.11 -1.89  0.21883 -1.889 3.622  5.103 12.80  0.038 0.00 22.292 25.736 23.659 22.578 22.158 21.914 21.382 21.130 20.728 20.205 20.030  0.219 
 3  10.11 -1.89  0.15952 -2.252 3.588  5.193 12.90  0.038 0.00 23.301 27.625 25.086 23.735 23.212 22.907 22.379 22.082 21.639 21.110 20.927  0.160 
 3  10.11 -1.89  0.61989 -0.611 3.735  4.727 14.40  0.038 0.77 20.428 22.175 21.065 20.501 20.293 20.195 19.655 19.508 19.198 18.799 18.711  0.620 
 3  10.11 -1.89  0.46421 -1.194 3.666  4.908 15.00  0.038 0.00 22.754 25.403 23.723 22.899 22.587 22.417 21.881 21.679 21.318 20.841 20.709  0.464 
 3  10.11 -1.89  0.69536 -0.272 3.775  4.597 15.50  0.038 0.00 20.949 22.193 21.379 21.023 20.907 20.874 20.331 20.233 19.976 19.658 19.619  0.695 
 3  10.11 -1.89  0.58913 -0.741 3.718  4.768 15.90  0.038 0.72 22.268 24.214 22.978 22.349 22.116 21.999 21.460 21.299 20.976 20.558 20.458  0.589 
 3  10.11 -1.85  0.66266 -0.426 3.757  4.659 10.90  0.038 0.00 16.736 18.115 17.219 16.796 16.652 16.600 16.058 15.946 15.673 15.331 15.279  0.663 
 3  10.11 -1.85  0.34053 -1.514 3.645  5.011 11.00  0.038 0.00 19.555 22.594 20.703 19.760 19.398 19.194 18.660 18.434 18.054 17.551 17.398  0.341 
 3  10.11 -1.85  0.40765 -1.357 3.655  4.970 11.50  0.038 0.71 19.207 22.169 20.322 19.402 19.049 18.851 18.317 18.095 17.718 17.218 17.069  0.408 
 3  10.11 -1.85  0.77469  0.216 3.815  4.317 11.60  0.038 0.00 15.829 16.963 16.150 15.922 15.869 15.884 15.339 15.269 15.054 14.808 14.790  0.775 
 3  10.11 -1.85  0.12875 -2.526 3.562  5.268 12.00  0.038 0.00 23.085 28.548 25.282 23.707 23.066 22.703 22.178 21.845 21.366 20.832 20.641  0.129 
 3  10.11 -1.85  0.10859 -2.728 3.543  5.320 12.20  0.038 0.89 23.327 30.013 26.006 24.247 23.392 22.945 22.425 22.052 21.527 21.016 20.850  0.109 
 3  10.11 -1.85  0.64064 -0.524 3.745  4.696 12.30  0.038 0.92 17.853 19.444 18.415 17.910 17.730 17.653 17.112 16.981 16.688 16.315 16.244  0.641 
 3  10.11 -1.85  0.13996 -2.419 3.572  5.236 12.50  0.038 0.89 22.735 27.963 24.865 23.322 22.703 22.350 21.824 21.496 21.023 20.490 20.301  0.140 
 3  10.11 -1.85  0.19909 -1.974 3.617  5.125 12.70  0.038 0.00 22.404 25.959 23.831 22.709 22.275 22.022 21.491 21.232 20.823 20.297 20.121  0.199 
 3  10.11 -1.85  0.20626 -1.941 3.619  5.117 12.80  0.038 0.00 22.423 25.934 23.826 22.720 22.291 22.042 21.511 21.255 20.849 20.323 20.148  0.206 
 3  10.11 -1.85  0.42620 -1.304 3.658  4.950 13.40  0.038 0.00 21.431 24.233 22.465 21.597 21.267 21.084 20.549 20.338 19.969 19.480 19.340  0.426 
 3  10.11 -1.85  0.18876 -2.047 3.609  5.144 13.60  0.038 0.00 23.488 27.192 24.998 23.821 23.366 23.100 22.570 22.302 21.885 21.357 21.178  0.189 
 3  10.11 -1.85  0.60545 -0.675 3.727  4.747 13.80  0.038 0.00 20.257 21.948 20.853 20.311 20.117 20.030 19.490 19.351 19.052 18.668 18.591  0.605 
 3  10.11 -1.85  0.78218  0.280 3.818  4.271 14.10  0.038 0.00 18.171 19.302 18.480 18.264 18.217 18.236 17.691 17.623 17.413 17.174 17.157  0.782 
 3  10.11 -1.85  0.40652 -1.360 3.655  4.972 14.40  0.038 0.95 21.876 24.770 22.952 22.055 21.714 21.523 20.988 20.772 20.399 19.904 19.759  0.407 
 3  10.11 -1.85  0.40948 -1.352 3.655  4.969 14.90  0.038 0.89 22.421 25.330 23.505 22.603 22.259 22.067 21.532 21.315 20.941 20.445 20.299  0.409 
 3  10.11 -1.85  0.66795 -0.402 3.760  4.650 15.20  0.038 0.00 20.975 22.334 21.450 21.038 20.898 20.849 20.307 20.197 19.927 19.588 19.538  0.668 
 3  10.11 -1.85  0.72315 -0.129 3.789  4.528 16.40  0.038 0.00 21.493 22.682 21.887 21.575 21.481 21.465 20.921 20.833 20.589 20.295 20.264  0.723 
 3  10.11 -1.83  0.92263 -2.891 3.969  7.986  9.90  0.038 0.00 21.898 22.459 22.042 22.048 22.148 22.301 21.746 21.796 21.728 21.636 21.673  0.683 
 3  10.11 -1.83  0.10013 -2.875 3.525  5.359 11.00  0.038 0.00 22.957 30.072 25.749 23.931 23.035 22.575 22.055 21.676 21.144 20.628 20.463  0.100 
 3  10.11 -1.83  0.19774 -1.983 3.616  5.127 11.10  0.038 0.87 20.280 24.012 21.803 20.620 20.161 19.893 19.363 19.093 18.674 18.145 17.966  0.198 
 3  10.11 -1.83  0.19454 -2.006 3.614  5.133 11.30  0.038 1.00 20.339 23.969 21.808 20.658 20.214 19.954 19.424 19.160 18.748 18.220 18.042  0.195 
 3  10.11 -1.83  0.21672 -1.898 3.622  5.105 11.90  0.038 0.00 21.414 24.877 22.790 21.702 21.280 21.036 20.504 20.251 19.847 19.322 19.148  0.217 
 3  10.11 -1.83  0.16892 -2.190 3.594  5.178 13.20  0.038 0.00 23.446 27.564 25.149 23.849 23.346 23.052 22.523 22.234 21.799 21.268 21.084  0.169 
 3  10.11 -1.83  0.33828 -1.519 3.645  5.012 13.60  0.038 0.00 22.169 25.218 23.321 22.375 22.013 21.808 21.274 21.048 20.667 20.162 20.009  0.338 
 3  10.11 -1.83  0.19118 -2.030 3.611  5.140 13.80  0.038 0.83 23.152 27.049 24.758 23.524 23.044 22.763 22.234 21.954 21.527 20.998 20.817  0.191 
 3  10.11 -1.83  0.48085 -1.143 3.670  4.890 14.00  0.038 0.99 20.898 23.499 21.840 21.034 20.731 20.566 20.030 19.831 19.472 18.995 18.868  0.481 
 3  10.11 -1.83  0.33657 -1.524 3.645  5.013 14.10  0.038 0.00 22.679 25.734 23.835 22.887 22.523 22.319 21.785 21.558 21.177 20.672 20.518  0.337 
 3  10.11 -1.83  0.32905 -1.542 3.644  5.018 14.30  0.038 0.00 22.926 26.001 24.092 23.138 22.772 22.565 22.031 21.803 21.421 20.914 20.760  0.329 
 3  10.11 -1.83  0.42584 -1.305 3.658  4.951 14.50  0.038 0.72 22.089 24.997 23.177 22.274 21.929 21.736 21.202 20.983 20.608 20.111 19.965  0.426 
 3  10.11 -1.83  0.60010 -0.699 3.723  4.754 14.50  0.038 0.97 20.339 22.129 20.968 20.396 20.190 20.095 19.555 19.409 19.102 18.707 18.624  0.600 
 3  10.11 -1.83  0.52440 -0.997 3.685  4.840 15.00  0.038 0.00 22.262 24.590 23.092 22.364 22.094 21.952 21.415 21.233 20.890 20.437 20.325  0.524 
 3  10.11 -1.83  0.59124 -0.735 3.718  4.764 15.80  0.038 0.00 22.407 24.213 23.042 22.465 22.258 22.161 21.621 21.474 21.166 20.770 20.686  0.591 
 3  10.11 -1.83  0.77356  0.204 3.814  4.324 16.90  0.038 0.00 21.159 22.294 21.482 21.250 21.196 21.210 20.665 20.594 20.379 20.131 20.112  0.774 
 3  10.11 -1.81  0.50580 -1.065 3.677  4.861 10.80  0.038 0.72 17.862 20.452 18.806 17.999 17.695 17.530 16.994 16.794 16.434 15.956 15.828  0.506 
 3  10.11 -1.81  0.25205 -1.753 3.631  5.062 12.30  0.038 0.00 21.454 24.760 22.744 21.710 21.312 21.082 20.550 20.307 19.912 19.392 19.225  0.252 
 3  10.11 -1.81  0.38578 -1.410 3.652  4.987 12.90  0.038 0.00 21.196 24.131 22.288 21.380 21.035 20.842 20.307 20.088 19.713 19.213 19.067  0.386 
 3  10.11 -1.81  0.29270 -1.636 3.638  5.038 13.40  0.038 0.98 21.523 24.710 22.749 21.756 21.375 21.157 20.624 20.389 20.000 19.487 19.327  0.293 
 3  10.11 -1.81  0.57123 -0.817 3.707  4.786 13.40  0.038 0.00 20.213 22.185 20.906 20.280 20.053 19.942 19.403 19.244 18.925 18.509 18.417  0.571 
 3  10.11 -1.81  0.37355 -1.438 3.650  4.993 13.80  0.038 0.80 21.616 24.655 22.763 21.820 21.460 21.256 20.722 20.497 20.115 19.609 19.457  0.374 
 3  10.11 -1.81  0.29511 -1.629 3.638  5.036 14.00  0.038 0.00 22.843 26.015 24.060 23.073 22.693 22.477 21.944 21.710 21.322 20.809 20.650  0.295 
 3  10.11 -1.81  0.61506 -0.636 3.731  4.733 14.30  0.038 0.00 20.660 22.309 21.238 20.713 20.527 20.446 19.905 19.770 19.474 19.096 19.023  0.615 
 3  10.11 -1.81  0.51447 -1.033 3.681  4.851 14.40  0.038 0.00 21.753 24.155 22.610 21.862 21.584 21.436 20.899 20.713 20.365 19.904 19.789  0.514 
 3  10.11 -1.81  0.28842 -1.648 3.637  5.041 14.50  0.038 0.72 22.935 26.225 24.219 23.189 22.792 22.564 22.031 21.789 21.394 20.876 20.710  0.288 
 3  10.11 -1.81  0.31875 -1.568 3.642  5.023 14.60  0.038 0.00 23.290 26.397 24.473 23.507 23.138 22.928 22.394 22.165 21.780 21.271 21.115  0.319 
 3  10.11 -1.81  0.32299 -1.558 3.643  5.021 14.60  0.038 0.80 22.711 25.878 23.927 22.941 22.561 22.345 21.812 21.578 21.190 20.678 20.518  0.323 
 3  10.11 -1.81  0.76796  0.158 3.811  4.355 14.70  0.038 0.98 18.460 19.603 18.801 18.549 18.484 18.490 17.945 17.870 17.647 17.386 17.365  0.768 
 3  10.11 -1.81  0.43509 -1.279 3.660  4.941 14.80  0.038 0.79 22.263 25.134 23.330 22.440 22.102 21.913 21.378 21.163 20.790 20.293 20.151  0.435 
 3  10.11 -1.79  0.71774 -0.165 3.785  4.545 11.50  0.038 0.00 16.681 17.889 17.083 16.758 16.658 16.638 16.095 16.004 15.757 15.457 15.424  0.718 
 3  10.11 -1.79  0.36244 -1.462 3.648  4.999 11.90  0.038 0.00 20.326 23.323 21.448 20.521 20.167 19.969 19.435 19.212 18.834 18.329 18.181  0.362 
 3  10.11 -1.79  0.44622 -1.247 3.662  4.928 12.10  0.038 0.00 19.988 22.738 20.995 20.145 19.824 19.648 19.113 18.905 18.538 18.048 17.914  0.446 
 3  10.11 -1.79  0.50405 -1.071 3.676  4.863 12.70  0.038 0.00 20.147 22.628 21.033 20.264 19.978 19.825 19.288 19.097 18.744 18.274 18.155  0.504 
 3  10.11 -1.79  0.81948  1.754 3.758  2.577 12.80  0.038 0.00 13.184 14.661 13.602 13.229 13.099 13.050 12.508 12.393 12.118 11.774 11.733  0.819 
 3  10.11 -1.79  0.19932 -1.972 3.617  5.124 12.90  0.038 0.90 22.011 25.685 23.506 22.339 21.888 21.624 21.094 20.827 20.411 19.882 19.702  0.199 
 3  10.11 -1.79  0.76551  0.136 3.809  4.369 13.40  0.038 0.00 17.830 18.972 18.166 17.919 17.857 17.865 17.321 17.247 17.026 16.768 16.748  0.766 
 3  10.11 -1.79  0.22454 -1.865 3.624  5.096 13.50  0.038 0.00 22.933 26.365 24.291 23.214 22.797 22.556 22.025 21.774 21.372 20.845 20.672  0.225 
 3  10.11 -1.79  0.40300 -1.370 3.654  4.975 13.60  0.038 0.00 21.795 24.690 22.868 21.973 21.634 21.445 20.910 20.694 20.320 19.821 19.679  0.403 
 3  10.11 -1.79  0.74924  0.020 3.801  4.444 13.80  0.038 0.00 18.520 19.671 18.879 18.607 18.531 18.530 17.986 17.907 17.676 17.403 17.380  0.749 
 3  10.11 -1.79  0.26184 -1.725 3.632  5.057 14.10  0.038 0.00 23.183 26.463 24.458 23.434 23.039 22.813 22.281 22.040 21.646 21.127 20.961  0.262 
 3  10.11 -1.79  0.28284 -1.665 3.636  5.044 14.10  0.038 0.00 23.031 26.246 24.271 23.269 22.884 22.664 22.132 21.895 21.504 20.989 20.827  0.283 
 3  10.11 -1.79  0.43161 -1.289 3.659  4.945 14.20  0.038 0.88 21.595 24.457 22.654 21.769 21.433 21.247 20.712 20.497 20.125 19.628 19.488  0.432 
 3  10.11 -1.79  0.66058 -0.439 3.755  4.663 14.50  0.038 0.00 20.368 21.770 20.856 20.425 20.278 20.224 19.683 19.569 19.294 18.949 18.896  0.661 
 3  10.11 -1.79  0.75379  0.050 3.803  4.425 14.70  0.038 0.76 19.202 20.421 19.589 19.286 19.194 19.179 18.636 18.546 18.302 18.007 17.971  0.754 
 3  10.11 -1.79  0.53534 -0.957 3.689  4.827 14.90  0.038 0.00 22.063 24.323 22.863 22.155 21.895 21.760 21.222 21.045 20.706 20.259 20.152  0.535 
 3  10.11 -1.79  0.47314 -1.167 3.668  4.898 15.30  0.038 0.86 22.454 25.178 23.450 22.607 22.289 22.114 21.579 21.372 21.006 20.518 20.385  0.473 
 3  10.11 -1.79  0.52860 -0.982 3.687  4.835 15.50  0.038 0.00 22.724 25.032 23.542 22.822 22.556 22.417 21.880 21.699 21.357 20.905 20.796  0.529 
 3  10.11 -1.79  0.39849 -1.382 3.653  4.979 15.60  0.038 0.85 23.232 26.202 24.343 23.423 23.073 22.877 22.343 22.122 21.744 21.241 21.094  0.398 
 3  10.11 -1.79  0.71587 -0.175 3.784  4.550 16.50  0.038 0.00 21.706 22.918 22.110 21.782 21.681 21.660 21.116 21.025 20.777 20.475 20.442  0.716 
 3  10.11 -1.77  0.27154 -1.697 3.634  5.052 12.40  0.038 0.00 21.413 24.666 22.673 21.658 21.268 21.045 20.512 20.273 19.880 19.362 19.199  0.272 
 3  10.11 -1.77  0.22943 -1.845 3.625  5.090 12.50  0.038 0.00 21.882 25.295 23.228 22.159 21.746 21.507 20.975 20.726 20.324 19.798 19.625  0.229 
 3  10.11 -1.77  0.46371 -1.195 3.666  4.909 12.90  0.038 0.00 20.658 23.337 21.631 20.803 20.493 20.323 19.787 19.584 19.220 18.734 18.605  0.464 
 3  10.11 -1.77  0.32762 -1.546 3.643  5.019 13.00  0.038 0.00 21.635 24.727 22.807 21.848 21.482 21.274 20.741 20.512 20.128 19.618 19.464  0.328 
 3  10.11 -1.77  0.22467 -1.865 3.624  5.096 13.10  0.038 0.00 22.531 25.967 23.890 22.812 22.396 22.155 21.623 21.373 20.970 20.443 20.270  0.225 
 3  10.11 -1.77  0.20746 -1.936 3.620  5.115 13.30  0.038 0.00 22.910 26.427 24.315 23.207 22.779 22.530 21.999 21.743 21.336 20.808 20.633  0.207 
 3  10.11 -1.77  0.21283 -1.914 3.621  5.110 13.40  0.038 0.00 22.954 26.446 24.345 23.246 22.822 22.576 22.044 21.790 21.385 20.857 20.682  0.213 
 3  10.11 -1.77  0.20449 -1.948 3.619  5.118 13.70  0.038 0.00 23.341 26.873 24.754 23.640 23.210 22.961 22.429 22.173 21.765 21.237 21.061  0.204 
 3  10.11 -1.77  0.36184 -1.464 3.648  4.999 14.10  0.038 0.72 22.061 25.156 23.236 22.275 21.908 21.699 21.166 20.936 20.552 20.040 19.886  0.362 
 3  10.11 -1.77  0.30154 -1.611 3.639  5.032 14.10  0.038 0.00 22.898 26.059 24.108 23.124 22.748 22.534 22.001 21.767 21.380 20.866 20.708  0.302 
 3  10.11 -1.77  0.62760 -0.584 3.737  4.714 14.20  0.038 0.00 20.431 22.019 20.984 20.483 20.307 20.233 19.692 19.563 19.272 18.902 18.834  0.628 
 3  10.11 -1.77  0.56782 -0.832 3.705  4.790 14.50  0.038 0.00 21.350 23.361 22.053 21.417 21.187 21.074 20.535 20.374 20.051 19.631 19.538  0.568 
 3  10.11 -1.77  0.38066 -1.422 3.651  4.990 14.70  0.038 0.00 23.025 25.981 24.124 23.211 22.864 22.671 22.136 21.916 21.539 21.035 20.890  0.381 
 3  10.11 -1.77  0.44327 -1.256 3.661  4.931 14.80  0.038 0.00 22.709 25.474 23.721 22.867 22.546 22.369 21.833 21.625 21.257 20.765 20.631  0.443 
 3  10.11 -1.77  0.37704 -1.430 3.650  4.992 14.90  0.038 0.00 23.245 26.210 24.349 23.433 23.085 22.890 22.356 22.135 21.758 21.253 21.108  0.377 
 3  10.11 -1.77  0.72053 -0.151 3.786  4.537 15.30  0.038 0.89 20.064 21.350 20.498 20.134 20.015 19.982 19.439 19.339 19.080 18.761 18.718  0.721 
 3  10.11 -1.77  0.57368 -0.808 3.708  4.783 15.70  0.038 0.97 21.813 23.832 22.519 21.880 21.649 21.535 20.996 20.835 20.511 20.089 19.996  0.574 
 3  10.11 -1.75  0.09434 -3.066 3.494  5.401 11.10  0.038 0.00 23.534 32.260 26.889 24.909 23.684 23.125 22.611 22.196 21.620 21.173 21.075  0.094 
 3  10.11 -1.75  0.37288 -1.439 3.650  4.994 11.30  0.038 0.00 19.668 22.648 20.778 19.858 19.509 19.313 18.779 18.557 18.179 17.673 17.527  0.373 
 3  10.11 -1.75  0.14090 -2.422 3.569  5.230 12.20  0.038 0.80 22.556 27.981 24.770 23.193 22.541 22.173 21.649 21.313 20.832 20.298 20.107  0.141 
 3  10.11 -1.75  0.70430 -0.237 3.777  4.579 12.60  0.038 0.00 17.963 19.206 18.382 18.032 17.921 17.893 17.350 17.254 16.999 16.687 16.650  0.704 
 3  10.11 -1.75  0.57558 -0.801 3.709  4.781 12.80  0.038 0.00 19.573 21.531 20.255 19.636 19.413 19.305 18.766 18.609 18.291 17.876 17.786  0.576 
 3  10.11 -1.75  0.17124 -2.179 3.594  5.173 12.90  0.038 0.72 22.761 27.155 24.608 23.237 22.689 22.372 21.844 21.540 21.089 20.555 20.366  0.171 
 3  10.11 -1.75  0.37840 -1.427 3.651  4.991 13.00  0.038 0.00 21.337 24.304 22.441 21.525 21.178 20.983 20.449 20.228 19.850 19.345 19.200  0.378 
 3  10.11 -1.75  0.36844 -1.449 3.649  4.996 13.20  0.038 0.79 21.051 24.118 22.209 21.259 20.897 20.692 20.158 19.931 19.548 19.037 18.886  0.368 
 3  10.11 -1.75  0.33128 -1.537 3.644  5.017 13.60  0.038 0.00 22.212 25.298 23.380 22.423 22.058 21.852 21.319 21.091 20.707 20.196 20.043  0.331 
 3  10.11 -1.75  0.42827 -1.298 3.659  4.948 13.70  0.038 0.00 21.716 24.535 22.751 21.881 21.554 21.372 20.837 20.625 20.254 19.758 19.622  0.428 
 3  10.11 -1.75  0.19781 -1.983 3.616  5.127 13.70  0.038 0.00 23.428 27.018 24.873 23.738 23.300 23.045 22.515 22.254 21.843 21.314 21.137  0.198 
 3  10.11 -1.75  0.43628 -1.276 3.660  4.939 13.90  0.038 0.00 21.859 24.651 22.882 22.021 21.696 21.517 20.982 20.772 20.402 19.907 19.773  0.436 
 3  10.11 -1.75  0.42296 -1.313 3.658  4.954 14.10  0.038 0.00 22.154 24.990 23.197 22.322 21.992 21.809 21.274 21.061 20.689 20.192 20.054  0.423 
 3  10.11 -1.75  0.26504 -1.716 3.633  5.055 14.20  0.038 0.75 22.783 26.156 24.110 23.052 22.644 22.409 21.877 21.630 21.230 20.706 20.538  0.265 
 3  10.11 -1.75  0.26422 -1.718 3.633  5.056 14.30  0.038 0.88 22.751 26.084 24.053 23.011 22.610 22.379 21.847 21.603 21.206 20.682 20.514  0.264 
 3  10.11 -1.75  0.35277 -1.484 3.647  5.004 14.50  0.038 0.00 22.980 26.009 24.117 23.180 22.823 22.623 22.089 21.864 21.484 20.975 20.826  0.353 
 3  10.11 -1.75  0.44600 -1.248 3.662  4.928 14.70  0.038 0.00 22.590 25.350 23.598 22.747 22.427 22.250 21.715 21.507 21.139 20.646 20.513  0.446 
 3  10.11 -1.75  0.59310 -0.731 3.718  4.761 14.90  0.038 0.90 20.997 22.969 21.692 21.067 20.840 20.729 20.190 20.031 19.709 19.289 19.197  0.593 
 3  10.11 -1.75  0.59776 -0.712 3.721  4.755 15.50  0.038 0.00 22.050 23.839 22.673 22.104 21.901 21.808 21.268 21.123 20.817 20.422 20.341  0.598 
 3  10.11 -1.75  0.32433 -1.554 3.643  5.020 15.50  0.038 1.00 23.405 26.510 24.583 23.619 23.252 23.044 22.510 22.281 21.896 21.384 21.230  0.324 
 3  10.11 -1.75  0.70741 -0.221 3.779  4.571 15.80  0.038 0.00 21.123 22.359 21.538 21.193 21.084 21.058 20.515 20.420 20.167 19.857 19.822  0.707 
 3  10.11 -1.75  0.78590  0.297 3.817  4.253 17.90  0.038 0.86 21.721 22.894 22.054 21.804 21.740 21.746 21.202 21.125 20.902 20.641 20.616  0.786 
 3  10.11 -1.71  0.16762 -2.209 3.590  5.177  9.70  0.038 0.93 19.342 23.767 21.175 19.795 19.261 18.949 18.421 18.119 17.673 17.140 16.951  0.168 
 3  10.11 -1.71  0.10796 -2.755 3.536  5.317 11.40  0.038 0.81 22.840 29.658 25.630 23.879 22.996 22.481 21.970 21.548 20.991 20.487 20.299  0.108 
