# Trilegal 1.6 run queried by C. Hirata, May 16, 2016
# Stars to J=22 in 1 deg^2 at the South Galactic Pole
# Magnitudes are SDSS ugriz + UKIDSS ZYJHK
# SDSS are on approximate AB system, UKIDSS on Vega
#
# Effective wavelengths of the filters are below.
# Vega to AB offsets in UKIDSS ZYJHK are below.
# [Hewett et al.: http://www.ukidss.org/technical/photom/hewett-ukidss.pdf]
#
# The following lines of data are used to tell scripts reading this file where the information is:
#
#! col_m2/m1 = 10
#! col_first_band = 12
#! num_bands = 10
#! lambda = 0.3546, 0.4670, 0.6156, 0.7471, 0.8918, 0.8817, 1.0305, 1.2483, 1.6313, 2.2010
#! ab_offset = 0, 0, 0, 0, 0, 0.528, 0.634, 0.938, 1.379, 1.900
#
#Gc logAge [M/H] m_ini   logL   logTe logg  m-M0   Av    m2/m1 mbol   u      g      r      i      z      Z      Y      J      H      K        Mact
 1   9.27  0.23  0.63459 -1.064 3.622  4.738  7.90  0.037 1.00 14.588 18.662 16.199 15.007 14.523 14.234 13.706 13.416 12.964 12.311 12.194  0.635 
 1   9.27  0.25  0.21886 -2.186 3.535  5.048  7.40  0.036 0.95 16.932 22.556 19.629 18.183 17.133 16.517 16.005 15.593 15.079 14.572 14.312  0.219 
 1   9.27  0.39  0.15713 -2.555 3.495  5.117  9.70  0.038 0.00 20.856 27.442 24.193 22.631 21.269 20.478 19.979 19.477 18.907 18.430 18.138  0.157 
 1   9.29 -0.17  0.23205 -2.085 3.557  5.063  9.00  0.038 0.00 18.982 24.156 21.315 19.889 19.057 18.566 18.046 17.685 17.201 16.670 16.433  0.232 
 1   9.29 -0.11  0.16422 -2.467 3.515  5.128  9.80  0.038 0.91 20.116 26.413 23.193 21.640 20.427 19.725 19.219 18.762 18.213 17.716 17.438  0.164 
 1   9.29 -0.05  1.01397 -0.039 3.760  4.470  8.30  0.037 0.00 13.166 14.900 13.597 13.111 12.994 12.969 12.428 12.314 12.049 11.728 11.691  1.014 
 1   9.29  0.09  0.10441 -3.016 3.452  5.229  8.30  0.037 0.00 20.611 28.850 24.890 23.194 21.355 20.312 19.840 19.194 18.538 18.073 17.755  0.104 
 1   9.29  0.13  0.17516 -2.421 3.513  5.101  8.50  0.037 0.00 19.322 25.425 22.342 20.835 19.628 18.922 18.416 17.960 17.417 16.928 16.652  0.175 
 1   9.29  0.21  0.22299 -2.170 3.535  5.044  7.30  0.035 0.00 17.496 23.078 20.164 18.724 17.688 17.080 16.567 16.160 15.648 15.139 14.881  0.223 
 1   9.29  0.27  0.17482 -2.431 3.510  5.097 10.50  0.038 0.97 20.637 26.870 23.747 22.224 20.973 20.243 19.739 19.270 18.720 18.235 17.954  0.175 
 1   9.29  0.31  0.16782 -2.480 3.504  5.105  8.10  0.037 0.00 19.069 25.400 22.243 20.708 19.427 18.679 18.177 17.698 17.143 16.660 16.376  0.168 
 1   9.29  0.33  0.24812 -2.079 3.541  5.019  9.20  0.038 0.00 19.166 24.645 21.763 20.336 19.337 18.751 18.237 17.839 17.333 16.817 16.563  0.248 
 1   9.29  0.39  0.23824 -2.115 3.538  5.030  7.20  0.035 0.00 17.257 22.773 19.879 18.447 17.435 16.840 16.327 15.925 15.417 14.904 14.648  0.238 
 1   9.31 -0.27  0.43971 -1.481 3.599  4.903  4.90  0.022 0.00 13.372 17.518 15.110 13.828 13.290 12.966 12.439 12.141 11.698 11.112 10.953  0.440 
 1   9.31 -0.25  0.12761 -2.750 3.491  5.202  9.10  0.038 0.00 20.745 27.860 24.202 22.538 21.150 20.378 19.878 19.385 18.803 18.298 18.014  0.128 
 1   9.31 -0.21  0.91598 -0.216 3.746  4.546  8.00  0.037 0.00 13.311 15.165 13.806 13.273 13.132 13.087 12.546 12.419 12.135 11.780 11.736  0.916 
 1   9.31 -0.17  0.18841 -2.288 3.540  5.105  9.70  0.038 0.75 19.783 25.624 22.541 21.034 19.995 19.384 18.872 18.455 17.929 17.416 17.151  0.188 
 1   9.31 -0.15  2.20019 -1.770 4.266  8.063  7.20  0.035 0.00 16.394 17.929 17.822 18.148 18.441 18.741 18.181 18.326 18.366 18.391 18.477  0.699 
 1   9.31 -0.15  2.32834 -1.940 4.231  8.098  8.20  0.037 0.00 17.820 19.234 19.061 19.359 19.638 19.931 19.371 19.508 19.540 19.554 19.636  0.705 
 1   9.31 -0.05  0.16442 -2.474 3.513  5.124  9.00  0.038 0.88 19.370 25.716 22.515 20.969 19.712 18.980 18.477 18.006 17.451 16.961 16.680  0.164 
 1   9.31  0.01  0.33772 -1.794 3.567  4.974  8.40  0.037 0.00 17.655 22.545 19.899 18.544 17.717 17.225 16.706 16.346 15.870 15.333 15.118  0.338 
 1   9.31  0.03  0.06908 -4.044 3.268  5.339  6.60  0.032 0.00 21.479 37.925 30.879 27.189 24.845 22.893 22.571 21.182 19.688 18.720 18.058  0.069 
 1   9.31  0.09  0.25825 -2.031 3.548  5.020  8.20  0.037 0.00 18.047 23.377 20.532 19.121 18.181 17.629 17.113 16.731 16.235 15.710 15.461  0.258 
 1   9.31  0.09  0.16107 -2.514 3.503  5.119  8.50  0.037 0.74 19.150 25.762 22.514 20.953 19.581 18.777 18.281 17.768 17.191 16.713 16.420  0.161 
 1   9.31  0.11  0.17870 -2.394 3.517  5.098  9.50  0.038 0.00 20.254 26.261 23.210 21.715 20.538 19.850 19.343 18.896 18.359 17.867 17.595  0.179 
 1   9.31  0.13  0.08452 -3.403 3.396  5.296  8.60  0.038 0.00 21.878 33.215 27.690 25.756 23.314 21.843 21.433 20.519 19.678 19.206 18.865  0.085 
 1   9.31  0.13  0.21322 -2.198 3.537  5.057  9.50  0.038 0.00 19.765 25.331 22.418 20.978 19.952 19.350 18.837 18.432 17.921 17.411 17.153  0.213 
 1   9.33 -0.43  0.18123 -2.297 3.548  5.130  9.80  0.038 0.00 20.312 25.852 22.740 21.218 20.393 19.913 19.393 19.032 18.536 18.003 17.750  0.181 
 1   9.33 -0.35  0.17914 -2.327 3.541  5.127 12.10  0.038 0.00 22.688 28.359 25.234 23.710 22.811 22.288 21.770 21.392 20.887 20.359 20.102  0.179 
 1   9.33 -0.27  0.47045 -1.403 3.605  4.879  7.80  0.037 0.00 16.076 20.156 17.765 16.505 15.996 15.689 15.161 14.869 14.427 13.827 13.676  0.470 
 1   9.33 -0.25  0.09815 -3.091 3.453  5.279  7.90  0.037 0.00 20.398 29.207 24.762 22.970 21.079 20.093 19.618 19.005 18.343 17.851 17.565  0.098 
 1   9.33 -0.25  0.17523 -2.370 3.532  5.125  8.30  0.037 0.00 18.994 24.813 21.685 20.161 19.169 18.592 18.078 17.679 17.162 16.642 16.381  0.175 
 1   9.33 -0.25  0.38652 -1.621 3.589  4.946  9.10  0.038 0.75 17.453 21.962 19.420 18.074 17.426 17.036 16.511 16.187 15.730 15.179 14.987  0.387 
 1   9.33 -0.09  0.08441 -3.429 3.396  5.322  9.00  0.038 0.80 22.144 33.744 28.162 26.195 23.750 22.265 21.858 20.922 20.021 19.456 19.024  0.084 
 1   9.33 -0.01  0.28640 -1.935 3.559  5.011 10.00  0.038 0.83 19.034 24.211 21.427 20.032 19.140 18.613 18.095 17.723 17.234 16.705 16.467  0.286 
 1   9.33  0.09  0.59364 -1.155 3.615  4.774  8.20  0.037 0.90 15.277 19.432 16.990 15.759 15.228 14.905 14.378 14.077 13.622 12.983 12.852  0.594 
 1   9.33  0.13  0.11775 -2.877 3.466  5.196  9.30  0.038 0.00 21.263 28.923 25.223 23.567 21.891 20.934 20.452 19.856 19.230 18.762 18.450  0.118 
 1   9.33  0.37  0.76459 -0.724 3.662  4.639  8.70  0.038 0.87 14.809 18.472 16.093 15.029 14.672 14.467 13.934 13.682 13.264 12.669 12.574  0.765 
 1   9.35 -0.21  0.32321 -1.801 3.577  5.001  8.20  0.037 0.00 17.472 22.123 19.530 18.162 17.465 17.044 16.521 16.187 15.725 15.186 14.984  0.323 
 1   9.35 -0.13  0.51503 -1.315 3.607  4.839  8.50  0.037 0.00 16.558 20.664 18.252 17.002 16.489 16.178 15.650 15.356 14.909 14.291 14.149  0.515 
 1   9.35 -0.11  0.34253 -1.768 3.574  4.984 12.70  0.038 0.00 21.891 26.603 24.010 22.653 21.907 21.458 20.937 20.593 20.126 19.589 19.385  0.343 
 1   9.35 -0.09  0.27685 -1.950 3.562  5.022  8.60  0.038 0.00 18.244 23.275 20.531 19.138 18.312 17.821 17.302 16.943 16.462 15.929 15.702  0.277 
 1   9.35 -0.07  0.56879 -1.188 3.617  4.794  7.60  0.036 0.00 15.341 19.354 16.944 15.732 15.262 14.980 14.451 14.167 13.721 13.083 12.955  0.569 
 1   9.35 -0.07  0.23006 -2.109 3.551  5.058  8.10  0.037 0.82 17.598 23.026 20.119 18.680 17.738 17.184 16.668 16.283 15.782 15.261 15.009  0.230 
 1   9.35 -0.05  0.10803 -2.954 3.464  5.228  5.00  0.023 0.93 16.519 24.557 20.638 18.947 17.185 16.197 15.720 15.106 14.464 13.992 13.685  0.108 
 1   9.35 -0.05  1.60848  1.720 3.679  2.585  7.00  0.034 0.00  7.470 10.536  8.393  7.542  7.290  7.153  6.615  6.397  6.021  5.509  5.433  1.608 
 1   9.35 -0.01  0.58116 -1.172 3.616  4.786 12.10  0.038 0.00 19.800 23.843 21.418 20.202 19.726 19.440 18.911 18.625 18.176 17.534 17.408  0.581 
 1   9.35  0.01  0.29704 -1.901 3.560  4.996  9.90  0.038 0.00 19.421 24.480 21.754 20.377 19.510 18.997 18.479 18.112 17.628 17.094 16.866  0.297 
 1   9.35  0.03  0.21204 -2.190 3.541  5.066  7.50  0.036 0.00 17.746 23.220 20.329 18.898 17.909 17.329 16.814 16.419 15.915 15.399 15.145  0.212 
 1   9.35  0.03  0.30594 -1.879 3.560  4.989  8.00  0.037 0.84 16.880 22.010 19.253 17.868 16.981 16.457 15.939 15.569 15.081 14.550 14.315  0.306 
 1   9.35  0.03  0.62489 -1.064 3.626  4.748  8.40  0.037 0.00 15.829 19.766 17.349 16.170 15.741 15.486 14.956 14.681 14.236 13.583 13.469  0.625 
 1   9.35  0.07  0.35666 -1.749 3.567  4.955  8.20  0.037 0.00 17.342 22.220 19.593 18.249 17.409 16.911 16.393 16.029 15.552 15.013 14.801  0.357 
 1   9.35  0.07  0.37214 -1.706 3.570  4.940 12.40  0.038 0.00 21.434 26.258 23.662 22.327 21.495 21.002 20.484 20.121 19.645 19.106 18.898  0.372 
 1   9.35  0.11  0.09430 -3.182 3.430  5.262  7.50  0.036 0.00 20.226 29.568 25.080 23.317 21.209 20.006 19.556 18.811 18.094 17.632 17.305  0.094 
 1   9.35  0.13  0.55809 -1.247 3.605  4.799  5.90  0.028 0.72 13.417 17.758 15.293 14.039 13.405 13.018 12.495 12.168 11.705 11.097 10.943  0.558 
 1   9.35  0.13  0.17526 -2.420 3.513  5.101  7.40  0.036 0.84 17.693 24.003 20.855 19.327 18.050 17.303 16.801 16.321 15.765 15.281 14.997  0.175 
 1   9.35  0.13  0.53699 -1.300 3.600  4.815  9.60  0.038 0.00 17.620 21.894 19.449 18.194 17.597 17.233 16.708 16.390 15.930 15.297 15.157  0.537 
 1   9.35  0.15  0.14065 -2.680 3.484  5.148  7.90  0.037 0.00 19.370 26.341 22.937 21.337 19.860 19.008 18.515 17.979 17.389 16.915 16.615  0.141 
 1   9.35  0.19  0.14308 -2.663 3.484  5.140  8.80  0.038 0.00 20.229 27.184 23.789 22.192 20.718 19.867 19.374 18.838 18.249 17.775 17.475  0.143 
 1   9.35  0.19  0.21988 -2.180 3.535  5.047  9.20  0.038 0.00 19.421 25.013 22.096 20.654 19.616 19.006 18.494 18.085 17.572 17.063 16.805  0.220 
 1   9.35  0.21  0.28494 -1.964 3.548  4.996  9.80  0.038 0.00 19.480 24.807 21.966 20.558 19.616 19.063 18.547 18.165 17.668 17.143 16.894  0.285 
 1   9.37 -0.29  0.27029 -1.935 3.572  5.039  5.50  0.026 0.00 15.107 19.864 17.198 15.803 15.099 14.677 14.154 13.819 13.354 12.822 12.611  0.270 
 1   9.37 -0.21  0.12478 -2.779 3.487  5.206 11.10  0.038 0.00 22.818 30.038 26.361 24.695 23.257 22.456 21.959 21.450 20.861 20.362 20.075  0.125 
 1   9.37 -0.19  0.07016 -4.032 3.272  5.348  7.40  0.036 0.00 22.250 38.572 31.565 27.916 25.580 23.628 23.308 21.922 20.439 19.493 18.852  0.070 
 1   9.37 -0.15  0.16821 -2.434 3.521  5.126  7.80  0.037 0.00 18.654 24.684 21.534 20.005 18.896 18.253 17.742 17.314 16.782 16.276 16.007  0.168 
 1   9.37 -0.05  0.16642 -2.460 3.514  5.122 10.20  0.038 0.00 21.119 27.247 24.121 22.600 21.412 20.721 20.214 19.764 19.223 18.728 18.453  0.166 
 1   9.37 -0.03  0.92391 -0.250 3.734  4.538  8.10  0.037 0.00 13.496 15.579 14.053 13.457 13.300 13.243 12.703 12.561 12.263 11.884 11.836  0.924 
 1   9.37 -0.01  0.06546 -4.245 3.221  5.328  7.10  0.035 0.95 21.900 41.915 34.110 29.578 26.933 24.901 24.570 23.064 21.319 19.618 18.338  0.065 
 1   9.37 -0.01  0.28926 -1.926 3.559  5.008  8.00  0.037 0.73 17.113 22.301 19.520 18.124 17.224 16.691 16.174 15.799 15.309 14.781 14.543  0.289 
 1   9.37  0.03  0.48649 -1.417 3.593  4.859  6.60  0.032 0.00 14.913 19.289 16.822 15.539 14.894 14.505 13.981 13.656 13.197 12.602 12.442  0.486 
 1   9.37  0.03  0.11372 -2.902 3.467  5.210  8.10  0.037 0.84 19.636 27.601 23.789 22.113 20.351 19.335 18.861 18.227 17.576 17.108 16.793  0.114 
 1   9.37  0.15  0.21185 -2.205 3.535  5.056  8.50  0.037 0.81 18.295 24.071 21.100 19.635 18.535 17.887 17.377 16.948 16.423 15.922 15.656  0.212 
 1   9.37  0.31  2.23102 -2.921 4.012  8.217  8.00  0.037 0.00 20.071 20.675 20.283 20.350 20.490 20.683 20.127 20.203 20.168 20.103 20.155  0.730 
 1   9.39 -0.53  0.38799 -1.550 3.609  4.958  8.70  0.038 0.78 16.838 20.851 18.492 17.227 16.735 16.444 15.915 15.631 15.199 14.629 14.463  0.388 
 1   9.39 -0.37  0.20613 -2.148 3.563  5.098 12.20  0.038 0.00 22.341 27.406 24.561 23.111 22.368 21.928 21.406 21.061 20.585 20.054 19.824  0.206 
 1   9.39 -0.29  0.22731 -2.081 3.563  5.074  8.30  0.037 0.00 18.274 23.310 20.503 19.072 18.309 17.857 17.336 16.988 16.511 15.979 15.751  0.227 
 1   9.39 -0.25  0.20709 -2.165 3.556  5.089  7.00  0.034 0.00 17.182 22.408 19.512 18.064 17.248 16.768 16.248 15.890 15.405 14.874 14.635  0.207 
 1   9.39 -0.25  0.33384 -1.766 3.581  4.997 10.90  0.038 0.00 20.086 24.650 22.084 20.725 20.063 19.664 19.140 18.813 18.356 17.811 17.615  0.334 
 1   9.39 -0.13  0.28074 -1.931 3.565  5.022  8.80  0.038 0.90 17.742 22.759 20.010 18.611 17.801 17.320 16.800 16.443 15.964 15.431 15.205  0.281 
 1   9.39 -0.09  0.44916 -1.488 3.591  4.888  7.30  0.035 0.00 15.791 20.177 17.699 16.397 15.763 15.380 14.855 14.534 14.078 13.498 13.329  0.449 
 1   9.39 -0.09  0.12024 -2.832 3.478  5.207  9.10  0.038 0.00 20.951 28.322 24.668 23.013 21.469 20.598 20.107 19.562 18.959 18.475 18.177  0.120 
 1   9.39 -0.05  0.45176 -1.489 3.589  4.885  7.10  0.035 0.00 15.593 20.018 17.533 16.231 15.575 15.178 14.654 14.328 13.870 13.292 13.121  0.452 
 1   9.39 -0.05  0.38872 -1.649 3.578  4.935  8.80  0.038 0.00 17.692 22.335 19.789 18.456 17.709 17.260 16.739 16.394 15.929 15.384 15.189  0.389 
 1   9.39 -0.05  0.34033 -1.783 3.570  4.981 10.30  0.038 0.82 18.968 23.874 21.205 19.836 19.025 18.540 18.021 17.664 17.188 16.652 16.434  0.340 
 1   9.39 -0.01  0.10377 -3.017 3.455  5.239  8.70  0.038 0.00 21.013 29.165 25.228 23.535 21.728 20.707 20.233 19.599 18.949 18.481 18.166  0.104 
 1   9.39 -0.01  0.19422 -2.272 3.536  5.087 13.10  0.038 0.87 22.998 28.771 25.788 24.319 23.230 22.590 22.079 21.654 21.131 20.629 20.364  0.194 
 1   9.39  0.03  0.31253 -1.860 3.561  4.985  7.20  0.035 0.00 16.621 21.633 18.930 17.561 16.702 16.194 15.675 15.310 14.828 14.294 14.069  0.313 
 1   9.39  0.09  0.37342 -1.704 3.569  4.938  8.20  0.037 0.89 16.602 21.504 18.870 17.526 16.676 16.173 15.655 15.289 14.810 14.271 14.057  0.373 
 1   9.39  0.09  0.29738 -1.910 3.556  4.991 12.30  0.038 0.00 21.845 26.996 24.232 22.848 21.952 21.423 20.906 20.533 20.045 19.512 19.277  0.297 
 1   9.39  0.13  0.10384 -3.027 3.450  5.227  8.90  0.038 0.00 21.239 29.575 25.575 23.873 22.005 20.946 20.476 19.820 19.159 18.694 18.374  0.104 
 1   9.39  0.19  0.12359 -2.833 3.468  5.181  7.70  0.036 0.00 19.552 27.104 23.456 21.809 20.160 19.217 18.734 18.146 17.525 17.057 16.746  0.124 
 1   9.39  0.25  0.51432 -1.361 3.593  4.827 10.10  0.038 0.00 18.272 22.707 20.255 19.007 18.295 17.872 17.351 17.006 16.537 15.924 15.770  0.514 
 1   9.39  0.31  0.18151 -2.383 3.515  5.088  8.40  0.037 0.00 19.128 25.169 22.111 20.612 19.422 18.726 18.220 17.768 17.229 16.738 16.464  0.182 
 1   9.41 -0.49  1.01160  0.133 3.798  4.450  8.50  0.037 0.86 12.533 13.908 12.881 12.523 12.436 12.432 11.889 11.798 11.558 11.271 11.242  1.012 
 1   9.41 -0.35  1.39615  1.017 3.789  3.668  9.00  0.038 0.00 11.229 12.657 11.535 11.197 11.123 11.125 10.583 10.493 10.263  9.999  9.969  1.396 
 1   9.41 -0.19  0.21152 -2.158 3.554  5.082  8.60  0.038 0.00 18.764 24.044 21.142 19.699 18.850 18.351 17.832 17.468 16.980 16.450 16.207  0.212 
 1   9.41 -0.15  0.18861 -2.289 3.539  5.103  9.70  0.038 0.00 20.192 25.804 22.795 21.317 20.349 19.783 19.268 18.876 18.368 17.849 17.592  0.189 
 1   9.41 -0.13  0.10159 -3.038 3.457  5.256  8.30  0.037 0.00 20.666 29.035 24.896 23.160 21.345 20.355 19.879 19.264 18.614 18.133 17.832  0.102 
 1   9.41 -0.11  0.11428 -2.883 3.474  5.219  9.30  0.038 0.00 21.277 28.843 25.088 23.413 21.821 20.931 20.442 19.886 19.275 18.790 18.492  0.114 
 1   9.41 -0.09  0.10601 -2.979 3.462  5.238  8.70  0.038 0.00 20.917 28.938 24.992 23.290 21.557 20.595 20.115 19.516 18.880 18.402 18.098  0.106 
 1   9.41 -0.09  0.10665 -2.970 3.464  5.236  9.80  0.038 0.71 21.835 29.967 26.038 24.329 22.596 21.602 21.130 20.490 19.793 19.289 18.964  0.107 
 1   9.41 -0.03  0.15799 -2.521 3.506  5.129  8.90  0.038 0.00 19.973 26.296 23.114 21.573 20.314 19.582 19.078 18.607 18.054 17.567 17.285  0.158 
 1   9.41 -0.01  0.25456 -2.029 3.553  5.030  7.80  0.037 0.00 17.643 22.873 20.061 18.660 17.755 17.223 16.705 16.332 15.841 15.313 15.070  0.255 
 1   9.41 -0.01  0.33349 -1.807 3.567  4.982  8.40  0.037 0.70 17.244 22.259 19.555 18.180 17.326 16.818 16.299 15.934 15.451 14.919 14.692  0.333 
 1   9.41 -0.01  0.76729 -0.660 3.677  4.635  9.60  0.038 0.00 16.020 19.063 16.993 16.108 15.842 15.702 15.166 14.954 14.573 14.035 13.960  0.767 
 1   9.41 -0.01  0.19701 -2.252 3.538  5.083  9.80  0.038 0.90 19.610 25.301 22.343 20.884 19.822 19.198 18.687 18.271 17.752 17.247 16.985  0.197 
 1   9.41  0.01  1.20352  0.394 3.797  4.260  7.40  0.036 0.00 11.186 12.591 11.465 11.125 11.066 11.085 10.542 10.461 10.242 10.000  9.975  1.204 
 1   9.41  0.03  0.23422 -2.105 3.546  5.044  9.20  0.038 0.00 19.233 24.607 21.746 20.329 19.375 18.816 18.300 17.915 17.416 16.894 16.644  0.234 
 1   9.41  0.07  0.32581 -1.830 3.562  4.975  9.90  0.038 0.00 19.245 24.250 21.557 20.193 19.330 18.819 18.301 17.934 17.451 16.916 16.692  0.326 
 1   9.41  0.11  0.19636 -2.269 3.532  5.074  8.60  0.038 0.00 19.043 24.710 21.767 20.314 19.252 18.629 18.118 17.703 17.186 16.681 16.421  0.196 
 1   9.41  0.15  0.22453 -2.157 3.538  5.045  9.00  0.038 0.82 18.637 24.310 21.369 19.917 18.852 18.225 17.714 17.296 16.778 16.273 16.011  0.225 
 1   9.41  0.21  0.28564 -1.961 3.548  4.995 12.30  0.038 0.00 21.973 27.296 24.456 23.048 22.108 21.556 21.039 20.658 20.161 19.635 19.386  0.286 
 1   9.41  0.29  0.11525 -2.906 3.461  5.196  6.70  0.033 0.00 18.734 26.577 22.801 21.134 19.402 18.414 17.936 17.322 16.686 16.220 15.905  0.115 
 1   9.41  0.29  0.23188 -2.137 3.537  5.035  8.60  0.038 0.00 18.711 24.258 21.356 19.920 18.897 18.296 17.783 17.379 16.869 16.357 16.100  0.232 
 1   9.43 -0.51  0.18116 -2.279 3.553  5.134  9.40  0.038 0.00 19.868 25.280 22.204 20.685 19.917 19.469 18.948 18.597 18.110 17.575 17.328  0.181 
 1   9.43 -0.45  0.35851 -1.654 3.598  4.985  9.40  0.038 0.98 17.580 21.717 19.315 18.014 17.489 17.176 16.648 16.354 15.917 15.355 15.182  0.359 
 1   9.43 -0.41  1.38764  0.979 3.711  3.393  9.50  0.038 0.00 11.821 14.084 12.492 11.841 11.642 11.548 11.009 10.842 10.511 10.071 10.013  1.388 
 1   9.43 -0.33  0.07597 -3.790 3.327  5.362  9.60  0.038 0.00 23.844 38.795 31.719 28.859 26.395 24.516 24.185 22.950 21.754 21.106 20.677  0.076 
 1   9.43 -0.29  0.08733 -3.355 3.413  5.332  9.40  0.038 0.00 22.557 32.987 27.905 26.057 23.756 22.422 21.992 21.166 20.387 19.919 19.589  0.087 
 1   9.43 -0.29  0.07934 -3.637 3.361  5.364  9.80  0.038 0.00 23.662 37.094 30.479 28.157 25.626 23.920 23.554 22.475 21.469 20.934 20.572  0.079 
 1   9.43 -0.27  0.26840 -1.943 3.571  5.038  7.40  0.036 0.00 17.027 21.840 19.154 17.755 17.035 16.603 16.081 15.741 15.274 14.741 14.526  0.268 
 1   9.43 -0.27  0.12159 -2.801 3.487  5.216  9.60  0.038 0.00 21.373 28.683 24.923 23.237 21.802 21.011 20.513 20.010 19.421 18.914 18.630  0.122 
 1   9.43 -0.21  0.08383 -3.465 3.392  5.339  8.80  0.038 0.00 22.233 33.904 28.173 26.192 23.728 22.229 21.825 20.894 20.032 19.551 19.212  0.084 
 1   9.43 -0.21  0.17028 -2.410 3.526  5.128  9.60  0.038 0.00 20.395 26.336 23.188 21.656 20.605 19.994 19.481 19.067 18.542 18.029 17.764  0.170 
 1   9.43 -0.17  0.15343 -2.536 3.509  5.140  8.30  0.037 0.00 19.409 25.796 22.502 20.927 19.716 19.020 18.514 18.059 17.509 17.007 16.729  0.153 
 1   9.43 -0.15  0.17027 -2.419 3.523  5.124  8.20  0.037 0.00 19.016 24.996 21.865 20.342 19.249 18.614 18.103 17.679 17.150 16.642 16.375  0.170 
 1   9.43 -0.15  0.08944 -3.280 3.423  5.307  9.40  0.038 0.00 22.369 32.182 27.437 25.639 23.439 22.182 21.740 20.962 20.220 19.755 19.428  0.089 
 1   9.43 -0.15  0.67023 -0.890 3.651  4.704  9.80  0.038 0.00 16.794 20.241 18.015 16.991 16.658 16.470 15.938 15.696 15.277 14.666 14.572  0.670 
 1   9.43 -0.13  0.45378 -1.469 3.594  4.885  9.40  0.038 0.00 17.842 22.159 19.699 18.402 17.801 17.438 16.912 16.598 16.145 15.558 15.394  0.454 
 1   9.43 -0.11  0.85317 -0.396 3.718  4.585  8.90  0.038 0.00 14.661 16.952 15.309 14.648 14.464 14.385 13.846 13.686 13.366 12.947 12.892  0.853 
 1   9.43 -0.11  1.26387  0.553 3.813  4.183  9.40  0.038 0.88 12.378 13.721 12.639 12.337 12.289 12.314 11.771 11.694 11.484 11.253 11.230  1.264 
 1   9.43 -0.11  0.43864 -1.510 3.590  4.896 10.10  0.038 0.00 18.645 23.047 20.563 19.255 18.619 18.233 17.709 17.387 16.931 16.355 16.183  0.439 
 1   9.43 -0.09  0.79217 -0.567 3.693  4.621  8.20  0.037 0.00 14.388 17.109 15.216 14.430 14.198 14.083 13.545 13.354 12.998 12.508 12.441  0.792 
 1   9.43 -0.05  0.09450 -3.174 3.436  5.277 10.20  0.038 0.00 22.905 32.055 27.631 25.872 23.823 22.665 22.209 21.492 20.789 20.323 20.002  0.094 
 1   9.43 -0.01  0.25951 -2.014 3.554  5.027  9.70  0.038 0.00 19.505 24.714 21.913 20.514 19.615 19.085 18.568 18.195 17.705 17.176 16.935  0.260 
 1   9.43 -0.01  0.34171 -1.786 3.568  4.977 12.60  0.038 0.00 21.835 26.684 24.052 22.698 21.888 21.403 20.884 20.527 20.053 19.516 19.304  0.342 
 1   9.43  0.01  0.87585 -0.381 3.715  4.567  6.40  0.031 0.00 12.123 14.509 12.790 12.104 11.917 11.835 11.296 11.132 10.808 10.382 10.327  0.876 
 1   9.43  0.03  0.06995 -4.085 3.260  5.355  7.70  0.036 0.87 22.335 39.431 32.302 28.504 26.135 24.176 23.852 22.448 20.909 19.787 18.867  0.070 
 1   9.43  0.03  0.09382 -3.189 3.432  5.272  9.20  0.038 0.91 21.414 31.127 26.503 24.708 22.523 21.249 20.810 20.015 19.258 18.793 18.462  0.094 
 1   9.43  0.05  0.48521 -1.421 3.592  4.858  6.20  0.030 0.00 14.523 18.917 16.450 15.168 14.509 14.112 13.589 13.260 12.800 12.207 12.046  0.485 
 1   9.43  0.05  0.08198 -3.484 3.384  5.316  8.30  0.037 0.00 21.780 33.846 27.926 25.886 23.391 21.832 21.437 20.466 19.572 19.084 18.739  0.082 
 1   9.43  0.07  0.08680 -3.349 3.406  5.295  8.10  0.037 0.00 21.242 31.990 26.771 24.901 22.536 21.144 20.722 19.859 19.058 18.592 18.255  0.087 
 1   9.43  0.07  1.10264  0.161 3.776  4.371  8.70  0.038 0.85 12.709 14.441 13.126 12.646 12.536 12.515 11.974 11.861 11.599 11.284 11.246  1.103 
 1   9.43  0.11  0.11575 -2.892 3.465  5.201  7.50  0.036 0.94 18.820 26.620 22.858 21.193 19.477 18.498 18.019 17.410 16.777 16.309 15.996  0.116 
 1   9.43  0.15  0.08137 -3.483 3.382  5.306 10.40  0.038 0.00 23.877 36.002 30.059 28.011 25.510 23.940 23.546 22.568 21.669 21.180 20.834  0.081 
 1   9.43  0.23  0.46472 -1.480 3.582  4.861  8.80  0.038 0.00 17.270 21.879 19.408 18.140 17.327 16.851 16.333 15.967 15.494 14.920 14.743  0.465 
 1   9.43  0.23  0.58766 -1.180 3.610  4.772  9.00  0.038 0.82 16.238 20.551 18.094 16.863 16.233 15.852 15.330 15.002 14.538 13.913 13.770  0.588 
 1   9.43  0.29  0.10624 -3.001 3.451  5.215  9.80  0.038 0.92 21.472 30.025 25.943 24.229 22.302 21.202 20.738 20.055 19.377 18.914 18.591  0.106 
 1   9.45 -0.47  0.18617 -2.250 3.556  5.126  8.80  0.038 0.00 19.195 24.516 21.502 20.001 19.239 18.792 18.270 17.921 17.436 16.903 16.660  0.186 
